id,program_code,name,faculty,level,university_name,city,budget_places,paid_places,tuition_cost_rub_year,budget_passing_score,paid_min_score,duration,study_format,language,accreditation,total_places,budget_ratio,tuition_log,paid_min_score_missing,budget_score_missing,cluster_raw,competitiveness_class
980,38.03.02 | Менеджмент,Управление бизнесом,"Факультет экономики, сервиса и управления ОмГТУ",Бакалавриат,Омский государственный технический университет,Омск,,30.0,41800.0,,,0.0,Дистанционная,Русский,государственный,,0.0,10.640675541671662,0,0,2,1
981,38.03.02 | Менеджмент,Управление бизнесом,"Факультет экономики, сервиса и управления ОмГТУ",Бакалавриат,Омский государственный технический университет,Омск,1.0,29.0,142600.0,235.0,,0.0,Очная,Русский,государственный,30.0,0.03333333333333333,11.867805799560465,0,0,2,1
982,38.03.02 | Менеджмент,Управление бизнесом,Факультет экономики и управления СИБИТ,Бакалавриат,Сибирский институт бизнеса и информационных технологий,Омск,,12.0,105600.0,,,0.0,Очная,Русский,негосударственный,,0.0,11.567423119906431,0,0,2,1
983,38.03.02 | Менеджмент,Управление бизнесом,Факультет экономики и управления СИБИТ,Бакалавриат,Сибирский институт бизнеса и информационных технологий,Омск,,72.0,50000.0,,,0.0,Очно-заочная,Русский,негосударственный,,0.0,10.819798284210286,0,0,2,1
984,38.03.02 | Менеджмент,Управление бизнесом,Факультет экономики и управления СИБИТ,Бакалавриат,Сибирский институт бизнеса и информационных технологий,Омск,,6.0,48000.0,,,0.0,Заочная,Русский,негосударственный,,0.0,10.778977123006351,0,0,2,1
985,38.03.02 | Менеджмент,Управление бизнесом,Высшая школа менеджмента,Бакалавриат,Международный Институт Дизайна и Сервиса,Челябинск,,32.0,135000.0,,,0.0,Очная,Русский,негосударственный,,0.0,11.813037464800539,0,0,2,1
986,38.03.02 | Менеджмент,Управление бизнесом,Факультет менеджмента и предпринимательства РГЭУ (РИНХ),Бакалавриат,Ростовский государственный экономический университет (РИНХ),Ростов-на-..,,15.0,135000.0,,,0.0,Очная,Русский,государственный,,0.0,11.813037464800539,0,0,2,1
987,38.03.02 | Менеджмент,Управление бизнесом,Факультет менеджмента и предпринимательства РГЭУ (РИНХ),Бакалавриат,Ростовский государственный экономический университет (РИНХ),Ростов-на-..,,10.0,65000.0,,,0.0,Очно-заочная,Русский,государственный,,0.0,11.082157933374816,0,0,2,1
988,38.03.02 | Менеджмент,Управление бизнесом,Факультет менеджмента и предпринимательства РГЭУ (РИНХ),Бакалавриат,Ростовский государственный экономический университет (РИНХ),Ростов-на-..,,30.0,65000.0,,110.0,0.0,Очно-заочная,Русский,государственный,,0.0,11.082157933374816,0,0,2,1
989,38.03.02 | Менеджмент,Управление бизнесом,Факультет менеджмента и предпринимательства РГЭУ (РИНХ),Бакалавриат,Ростовский государственный экономический университет (РИНХ),Ростов-на-..,,2.0,65000.0,,110.0,0.0,Очно-заочная,Русский,государственный,,0.0,11.082157933374816,0,0,2,1
990,38.03.02 | Менеджмент,Управление бизнесом,Факультет управления ТИУиЭ,Бакалавриат,Таганрогский институт управления и экономики,Таганрог,,50.0,110000.0,,85.0,0.0,Очная,Русский,негосударственный,,0.0,11.608244735642321,0,0,2,1
991,38.03.02 | Менеджмент,Управление бизнесом,Факультет управления ТИУиЭ,Бакалавриат,Таганрогский институт управления и экономики,Таганрог,,50.0,62000.0,,,0.0,Очно-заочная,Русский,негосударственный,,0.0,11.034905792929415,0,0,2,1
992,38.03.02 | Менеджмент,Управление бизнесом,Факультет прикладной экономики и управления ВолГАУ,Бакалавриат,Волгоградский государственный аграрный университет,Волгоград,,25.0,131192.0,,,0.0,Очная,Русский,государственный,,0.0,11.784424800410232,0,0,2,1
993,38.03.02 | Менеджмент,Управление бизнесом,Факультет прикладной экономики и управления ВолГАУ,Бакалавриат,Волгоградский государственный аграрный университет,Волгоград,,30.0,68000.0,,,0.0,Очно-заочная,Русский,государственный,,0.0,11.127277689932466,0,0,2,1
994,38.03.02 | Менеджмент,Управление бизнесом,Финансово-экономический институт ТюмГУ,Бакалавриат,Тюменский государственный университет,Тюмень,16.0,134.0,220098.0,272.0,,0.0,Очная,Русский,государственный,150.0,0.10666666666666667,12.301832724114863,0,0,1,2
995,38.03.02 | Менеджмент,Управление бизнесом,Факультет высшего профессионального образования БГУ,Бакалавриат,Байкальский государственный университет,Иркутск,3.0,50.0,192500.0,235.0,,0.0,Очная,Русский,государственный,53.0,0.05660377358490566,12.167856627501678,0,0,2,1
996,38.03.02 | Менеджмент,Управление бизнесом,Факультет высшего профессионального образования БГУ,Бакалавриат,Байкальский государственный университет,Иркутск,4.0,50.0,192500.0,235.0,,0.0,Очная,Русский,государственный,54.0,0.07407407407407407,12.167856627501678,0,0,2,1
997,38.03.02 | Менеджмент,Управление бизнесом,Институт заочного и дистанционного обучения ВВГУ,Бакалавриат,Владивостокский государственный университет,Владивосто..,,70.0,120000.0,,,0.0,Дистанционная,Русский,государственный,,0.0,11.695255355062795,0,0,2,1
998,38.03.02 | Менеджмент,Управление бизнесом,Институт заочного и дистанционного обучения ВВГУ,Бакалавриат,Владивостокский государственный университет,Владивосто..,,25.0,150000.0,,,0.0,Очно-заочная,Русский,государственный,,0.0,11.918397239722838,0,0,2,1
999,38.03.02 | Менеджмент,Управление бизнесом,Факультет управления ДГУ,Бакалавриат,Дагестанский государственный университет,Махачкала,21.0,25.0,106410.0,222.0,,0.0,Очная,Русский,государственный,46.0,0.45652173913043476,11.575064234004627,0,0,0,0
1000,38.03.02 | Менеджмент,Управление бизнесом,Факультет управления ДГУ,Бакалавриат,Дагестанский государственный университет,Махачкала,,10.0,49990.0,,,0.0,Заочная,Русский,государственный,,0.0,10.819598268208338,0,0,2,1
1001,38.03.02 | Менеджмент,Управление бизнесом,Институт естествознания и экономики ОГПУ,Бакалавриат,Оренбургский государственный педагогический университет,Оренбург,,15.0,140000.0,,,0.0,Очная,Русский,государственный,,0.0,11.849404844423074,0,0,2,1
1002,38.03.02 | Менеджмент,Управление бизнесом,Экономический факультет КГСХИ,Бакалавриат,Кузбасская государственная сельскохозяйственная академия,Кемерово,5.0,20.0,161000.0,204.0,,0.0,Очная,Русский,государственный,25.0,0.2,11.989165855127435,0,0,0,0
1003,38.03.02 | Менеджмент,Управление бизнесом,Экономический факультет КГСХИ,Бакалавриат,Кузбасская государственная сельскохозяйственная академия,Кемерово,,30.0,90000.0,,,0.0,Очно-заочная,Русский,государственный,,0.0,11.407576060361786,0,0,2,1
1004,38.03.02 | Менеджмент,Управление бизнесом,Высшая школа управления ПГУ,Бакалавриат,Пятигорский государственный университет,Пятигорск,,20.0,202000.0,,,0.0,Очная,Русский,государственный,,0.0,12.216027926866138,0,0,0,0
1005,38.03.02 | Менеджмент,Управление бизнесом,Высшая школа управления ПГУ,Бакалавриат,Пятигорский государственный университет,Пятигорск,,6.0,82000.0,,109.0,0.0,Заочная,Русский,государственный,,0.0,11.314486721293981,0,0,2,1
1006,38.03.02 | Менеджмент,Управление бизнесом,Институт экономики и управления СКФУ,Бакалавриат,Северо-Кавказский федеральный университет,Ставрополь,,25.0,126000.0,,,0.0,Очно-заочная,Русский,государственный,,0.0,11.744045122410057,0,0,2,1
1007,38.03.02 | Менеджмент,Управление бизнесом,Экономический факультет СтГАУ,Бакалавриат,Ставропольский государственный аграрный университет,Ставрополь,4.0,45.0,145000.0,236.0,,0.0,Очная,Русский,государственный,49.0,0.08163265306122448,11.884495917930655,0,0,2,1
1008,38.03.02 | Менеджмент,Управление бизнесом,Экономический факультет СтГАУ,Бакалавриат,Ставропольский государственный аграрный университет,Ставрополь,,50.0,85000.0,,,0.0,Очно-заочная,Русский,государственный,,0.0,11.350418300109132,0,0,2,1
