id,program_code,name,faculty,level,university_name,city,budget_places,paid_places,tuition_cost_rub_year,budget_passing_score,paid_min_score,duration,study_format,language,accreditation,total_places,budget_ratio,tuition_log,paid_min_score_missing,budget_score_missing,cluster_raw,competitiveness_class
521,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет вычислительной техники РГРТУ,Бакалавриат,Рязанский государственный радиотехнический университет,Рязань,26.0,25.0,169000.0,237.0,,0.0,Очная,Русский,государственный,51.0,0.5098039215686274,12.037659911047468,0,0,0,0
522,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет вычислительной техники РГРТУ,Бакалавриат,Рязанский государственный радиотехнический университет,Рязань,9.0,35.0,79000.0,218.0,,0.0,Заочная,Русский,государственный,44.0,0.20454545454545456,11.277215789596893,0,0,2,1
523,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,"Институт информационных технологий, машиностроения и автотранспорта КузГТУ им. Горбачева",Бакалавриат,Кузбасский государственный технический университет,Кемерово,65.0,15.0,170449.0,180.0,,0.0,Очная,Русский,государственный,80.0,0.8125,12.04619727756605,0,0,0,0
524,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Институт информационных технологий и коммуникаций АГТУ,Бакалавриат,Астраханский государственный технический университет,Астрахань,33.0,15.0,186000.0,186.0,,0.0,Очная,Русский,государственный,48.0,0.6875,12.133507329024972,0,0,0,0
525,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Институт информационных технологий и коммуникаций АГТУ,Бакалавриат,Астраханский государственный технический университет,Астрахань,,15.0,76000.0,,,0.0,Заочная,Русский,государственный,,0.0,11.23850177707664,0,0,2,1
526,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Политехнический институт ПГУ,Бакалавриат,Пензенский государственный университет,Пенза,18.0,12.0,144645.0,199.0,,0.0,Очная,Русский,государственный,30.0,0.6,11.88204465706652,0,0,0,0
527,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Политехнический институт ПГУ,Бакалавриат,Пензенский государственный университет,Пенза,15.0,25.0,40860.0,182.0,,0.0,Заочная,Русский,государственный,40.0,0.375,10.617931341885154,0,0,2,1
528,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Экономический факультет ПГАУ,Бакалавриат,Пензенский государственный аграрный университет,Пенза,2.0,28.0,144646.0,165.0,,0.0,Очная,Русский,государственный,30.0,0.06666666666666667,11.882051570472653,0,0,2,1
529,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,"Факультет автоматизации, производства и управления КГТУ",Бакалавриат,Калининградский государственный технический университет,Калинингра..,30.0,20.0,165500.0,206.0,,0.0,Очная,Русский,государственный,50.0,0.6,12.016732516077072,0,0,0,0
530,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,"Факультет автоматизации, производства и управления КГТУ",Бакалавриат,Калининградский государственный технический университет,Калинингра..,,50.0,60000.0,,,0.0,Заочная,Русский,государственный,,0.0,11.002116507732017,0,0,2,1
531,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Институт информационных технологий и телекоммуникаций СКФУ,Бакалавриат,Северо-Кавказский федеральный университет,Ставрополь,25.0,10.0,180000.0,184.0,,0.0,Очная,Русский,государственный,35.0,0.7142857142857143,12.100717685412471,0,0,0,0
532,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет ЕИУБП,Бакалавриат,"Ессентукский институт управления, бизнеса и права",Ессентуки,,25.0,121300.0,,,0.0,Очная,Русский,негосударственный,,0.0,11.706030338921243,0,0,2,1
533,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет ЕИУБП,Бакалавриат,"Ессентукский институт управления, бизнеса и права",Ессентуки,,50.0,44000.0,,99.0,0.0,Очно-заочная,Русский,негосударственный,,0.0,10.691967639914864,0,0,2,1
534,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет ЕИУБП,Бакалавриат,"Ессентукский институт управления, бизнеса и права",Ессентуки,,100.0,42000.0,,99.0,0.0,Заочная,Русский,негосударственный,,0.0,10.645448706505872,0,0,2,1
535,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Институт инженерных и цифровых технологий,Бакалавриат,Белгородский государственный национальный исследовательский университет,Белгород,31.0,5.0,158720.0,150.0,,0.0,Очная,Русский,государственный,36.0,0.8611111111111112,11.974903222902078,0,0,0,0
536,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет таможенного дела и информационных технологий БУКЭП,Бакалавриат,"Белгородский университет кооперации, экономики и права",Белгород,,30.0,158712.0,,,0.0,Очная,Русский,негосударственный,,0.0,11.97485281872356,0,0,2,1
537,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет таможенного дела и информационных технологий БУКЭП,Бакалавриат,"Белгородский университет кооперации, экономики и права",Белгород,25.0,10.0,49500.0,211.0,,0.0,Заочная,Русский,негосударственный,35.0,0.7142857142857143,10.809748150372926,0,0,2,1
538,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Экономический факультет Воронежский филиал РЭУ им. Г.В. Плеханова,Бакалавриат,Воронежский филиал Российского экономического университета имени Г.В. Плеханова,Воронеж,26.0,5.0,151400.0,155.0,119.0,0.0,Очная,Русский,государственный,31.0,0.8387096774193549,11.927687224983487,0,0,0,0
539,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Экономический факультет Воронежский филиал РЭУ им. Г.В. Плеханова,Бакалавриат,Воронежский филиал Российского экономического университета имени Г.В. Плеханова,Воронеж,21.0,10.0,40000.0,166.0,,0.0,Заочная,Русский,государственный,31.0,0.6774193548387096,10.596659732783579,0,0,2,1
540,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет Ивановского филиала РЭУ им. Г.В. Плеханова,Бакалавриат,Ивановский филиал Российского экономического университета имени Г.В. Плеханова,Иваново,34.0,10.0,130780.0,171.0,,0.0,Очная,Русский,государственный,44.0,0.7727272727272727,11.78127944751515,0,0,0,0
541,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,"Факультет филиала НИУ ""МЭИ"" в Смоленске",Бакалавриат,Смоленский филиал Национального исследовательского университета «МЭИ»,Смоленск,16.0,8.0,150000.0,180.0,,0.0,Очная,Русский,государственный,24.0,0.6666666666666666,11.918397239722838,0,0,0,0
542,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Учётно-финансовый факультет Филиал РЭУ им. Г.В. Плеханова в Перми,Бакалавриат,Пермский институт (филиал) Российского экономического университета имени Г.В. Плеханова,Пермь,41.0,8.0,171000.0,160.0,,0.0,Очная,Русский,государственный,49.0,0.8367346938775511,12.049424683420915,0,0,0,0
543,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Учётно-финансовый факультет Филиал РЭУ им. Г.В. Плеханова в Перми,Бакалавриат,Пермский институт (филиал) Российского экономического университета имени Г.В. Плеханова,Пермь,,8.0,60000.0,,,0.0,Заочная,Русский,государственный,,0.0,11.002116507732017,0,0,2,1
544,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет Барнаульского филиала ФУ при Правительстве РФ,Бакалавриат,Алтайский филиал Финансового университета при Правительстве Российской Федерации,Барнаул,19.0,14.0,161000.0,166.0,,0.0,Очная,Русский,государственный,33.0,0.5757575757575758,11.989165855127435,0,0,0,0
545,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет Уфимского филиала ФУ при Правительстве РФ,Бакалавриат,Уфимский филиал Финансового университета при Правительстве Российской Федерации,Уфа,13.0,13.0,67300.0,197.0,99.0,0.0,Заочная,Русский,государственный,26.0,0.5,11.116930374363438,0,0,2,1
546,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет Уфимского филиала ФУ при Правительстве РФ,Бакалавриат,Уфимский филиал Финансового университета при Правительстве Российской Федерации,Уфа,,2.0,67300.0,,99.0,0.0,Заочная,Русский,государственный,,0.0,11.116930374363438,0,0,2,1
547,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет Уфимского филиала ФУ при Правительстве РФ,Бакалавриат,Уфимский филиал Финансового университета при Правительстве Российской Федерации,Уфа,,50.0,67300.0,,99.0,0.0,Заочная,Русский,государственный,,0.0,11.116930374363438,0,0,2,1
548,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет Елецкого филиала РосНОУ,Бакалавриат,Елецкий филиал Российского нового университета,Елец,,20.0,39000.0,,,0.0,Заочная,Русский,негосударственный,,0.0,10.571342565808699,0,0,2,1
549,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет экономики и прикладной информатики Тамбовский филиал РосНОУ,Бакалавриат,Тамбовский филиал Российского нового университета,Тамбов,,20.0,98000.0,,,0.0,Очная,Русский,негосударственный,,0.0,11.49273296168228,0,0,2,1
550,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет экономики и прикладной информатики Тамбовский филиал РосНОУ,Бакалавриат,Тамбовский филиал Российского нового университета,Тамбов,,15.0,52000.0,,,0.0,Заочная,Русский,негосударственный,,0.0,10.859018228147887,0,0,2,1
551,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет экономики и прикладной информатики Тамбовский филиал РосНОУ,Бакалавриат,Тамбовский филиал Российского нового университета,Тамбов,,15.0,52000.0,,99.0,0.0,Заочная,Русский,негосударственный,,0.0,10.859018228147887,0,0,2,1
552,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Экономический факультет филиала РУДН в Сочи,Бакалавриат,Сочинский филиал Российского университета дружбы народов,Сочи,12.0,24.0,78000.0,224.0,,0.0,Очно-заочная,Русский,государственный,36.0,0.3333333333333333,11.264476926102367,0,0,2,1
553,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,"Факультет технологий, товароведения и сервиса Среднерусский институт управления - филиал РАНХиГС",Бакалавриат,Среднерусский институт управления - филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Орел,13.0,10.0,165800.0,188.0,,0.0,Очная,Русский,государственный,23.0,0.5652173913043478,12.01854355302823,0,0,0,0
554,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет филиала МФЮА в Волгограде,Бакалавриат,Волгоградский филиал Московского финансово-юридического университета МФЮА,Волгоград,,65.0,52000.0,,85.0,0.0,Очно-заочная,Русский,негосударственный,,0.0,10.859018228147887,0,0,2,1
555,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет филиала МФЮА в Волгограде,Бакалавриат,Волгоградский филиал Московского финансово-юридического университета МФЮА,Волгоград,,30.0,52000.0,,85.0,0.0,Заочная,Русский,негосударственный,,0.0,10.859018228147887,0,0,2,1
556,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет информационных систем в экономике филиала МФЮА в Кирове,Бакалавриат,Кировский филиал Московского финансово-юридического университета МФЮА,Киров,,25.0,142100.0,,99.0,0.0,Очная,Русский,негосударственный,,0.0,11.864293351358109,0,0,2,1
557,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет информационных систем в экономике филиала МФЮА в Кирове,Бакалавриат,Кировский филиал Московского финансово-юридического университета МФЮА,Киров,,100.0,55000.0,,99.0,0.0,Заочная,Русский,негосударственный,,0.0,10.915106645867503,0,0,2,1
558,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет филиала МФЮА в Орске,Бакалавриат,Орский филиал Московского финансово-юридического университета МФЮА,Оренбург,,40.0,155000.0,,,0.0,Очная,Русский,негосударственный,,0.0,11.951186847493476,0,0,2,1
559,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет филиала МФЮА в Орске,Бакалавриат,Орский филиал Московского финансово-юридического университета МФЮА,Оренбург,,40.0,45000.0,,99.0,0.0,Заочная,Русский,негосударственный,,0.0,10.714439990727769,0,0,2,1
560,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет филиала МФЮА в Орске,Бакалавриат,Орский филиал Московского финансово-юридического университета МФЮА,Оренбург,,40.0,45000.0,,99.0,0.0,Очно-заочная,Русский,негосударственный,,0.0,10.714439990727769,0,0,2,1
561,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет филиала МФЮА в Ярославле,Бакалавриат,Ярославский филиал Московского финансово-юридического университета МФЮА,Ярославль,,40.0,164000.0,,99.0,0.0,Очная,Русский,негосударственный,,0.0,12.00762780434872,0,0,2,1
562,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет филиала МФЮА в Ярославле,Бакалавриат,Ярославский филиал Московского финансово-юридического университета МФЮА,Ярославль,,30.0,59000.0,,99.0,0.0,Заочная,Русский,негосударственный,,0.0,10.985309671896763,0,0,2,1
563,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет филиала МФЮА в Ярославле,Бакалавриат,Ярославский филиал Московского финансово-юридического университета МФЮА,Ярославль,,30.0,63000.0,,99.0,0.0,Очно-заочная,Русский,негосударственный,,0.0,11.050905878263567,0,0,2,1
564,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет филиала ИЭУП в Набережных Челнах,Бакалавриат,Набережночелнинский филиал Казанского инновационного университета имени В.Г. Тимирясова (ИЭУП),Набережные..,,30.0,120000.0,,99.0,0.0,Очная,Русский,негосударственный,,0.0,11.695255355062795,0,0,2,1
565,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет филиала ИЭУП в Набережных Челнах,Бакалавриат,Набережночелнинский филиал Казанского инновационного университета имени В.Г. Тимирясова (ИЭУП),Набережные..,,15.0,120000.0,,99.0,0.0,Очная,Русский,негосударственный,,0.0,11.695255355062795,0,0,2,1
566,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет филиала ИЭУП в Набережных Челнах,Бакалавриат,Набережночелнинский филиал Казанского инновационного университета имени В.Г. Тимирясова (ИЭУП),Набережные..,,5.0,120000.0,,99.0,0.0,Очная,Русский,негосударственный,,0.0,11.695255355062795,0,0,2,1
567,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет «СПбГУП» ИИиИТ,Бакалавриат,Московский областной филиал «Институт искусств и информационных технологий» Санкт-Петербургского Гуманитарного университета профсоюзов,Москва,,10.0,74000.0,,119.0,0.0,Заочная,Русский,негосударственный,,0.0,11.211833885608513,0,0,2,1
568,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет «СПбГУП» ИИиИТ,Бакалавриат,Московский областной филиал «Институт искусств и информационных технологий» Санкт-Петербургского Гуманитарного университета профсоюзов,Москва,,10.0,150000.0,,119.0,0.0,Очная,Русский,негосударственный,,0.0,11.918397239722838,0,0,2,1
569,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет филиала ННГУ в г. Арзамас,Бакалавриат,Арзамасский филиал Нижегородского государственного университета им. Н.И. Лобачевского,Нижний Нов..,20.0,20.0,180000.0,153.0,119.0,0.0,Очная,Русский,государственный,40.0,0.5,12.100717685412471,0,0,0,0
570,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет филиала ННГУ в г. Арзамас,Бакалавриат,Арзамасский филиал Нижегородского государственного университета им. Н.И. Лобачевского,Нижний Нов..,26.0,25.0,70000.0,,,0.0,Очно-заочная,Русский,государственный,51.0,0.5098039215686274,11.156264806643742,0,0,2,1
571,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет филиала ННГУ в г. Павлово,Бакалавриат,Павловский филиал Нижегородского государственного университета им. Н.И. Лобачевского,Нижний Нов..,,20.0,160000.0,,118.0,0.0,Очная,Русский,государственный,,0.0,11.982935344196433,0,0,2,1
572,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет филиала ННГУ в г. Павлово,Бакалавриат,Павловский филиал Нижегородского государственного университета им. Н.И. Лобачевского,Нижний Нов..,,30.0,61000.0,,118.0,0.0,Очно-заочная,Русский,государственный,,0.0,11.0186455364637,0,0,2,1
573,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Высшая школа экономики и права НЧФ КФУ,Бакалавриат,Набережночелнинский институт КФУ (филиал),Набережные..,25.0,1.0,209952.0,124.0,119.0,0.0,Очная,Русский,государственный,26.0,0.9615384615384616,12.254638975126706,0,0,0,0
574,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет ЕИ КФУ,Бакалавриат,Елабужский институт КФУ (филиал),Елабуга,15.0,4.0,192456.0,145.0,,0.0,Очная,Русский,государственный,19.0,0.7894736842105263,12.167628031134326,0,0,0,0
575,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет ЕИ КФУ,Бакалавриат,Елабужский институт КФУ (филиал),Елабуга,22.0,3.0,73860.0,188.0,,0.0,Заочная,Русский,государственный,25.0,0.88,11.209940227442981,0,0,0,0
576,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Институт инженерной экономики СибГУ им. М.Ф. Решетнева,Бакалавриат,Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева,Красноярск,25.0,5.0,246000.0,166.0,119.0,0.0,Очная,Русский,государственный,30.0,0.8333333333333334,12.413090879946887,0,0,0,0
577,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Институт инженерной экономики СибГУ им. М.Ф. Решетнева,Бакалавриат,Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева,Красноярск,20.0,10.0,77600.0,202.0,,0.0,Заочная,Русский,государственный,30.0,0.6666666666666666,11.259335592686217,0,0,2,1
578,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Институт компьютерных технологий и защиты информации КНИТУ-КАИ,Бакалавриат,Казанский национальный исследовательский технический университет им. А.Н.Туполева-КАИ,Казань,20.0,7.0,173800.0,234.0,,0.0,Очная,Русский,государственный,27.0,0.7407407407407407,12.065666245536807,0,0,0,0
579,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет информационных систем и технологий СКСИ,Бакалавриат,Северо-Кавказский социальный институт,Ставрополь,,30.0,90000.0,,,0.0,Очная,Русский,негосударственный,,0.0,11.407576060361786,0,0,2,1
580,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет информационных систем и технологий СКСИ,Бакалавриат,Северо-Кавказский социальный институт,Ставрополь,,30.0,60000.0,,,0.0,Заочная,Русский,негосударственный,,0.0,11.002116507732017,0,0,2,1
581,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет Еврейского университета,Бакалавриат,Еврейский университет,Москва,,10.0,100000.0,,115.0,0.0,Заочная,Русский,негосударственный,,0.0,11.51293546492023,0,0,2,1
582,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Финансово-экономический факультет Ставропольский филиал БУКЭП,Бакалавриат,"Ставропольский институт кооперации (филиал) Белгородского университета кооперации, экономики и права",Ставрополь,9.0,20.0,44000.0,119.0,99.0,0.0,Заочная,Русский,негосударственный,29.0,0.3103448275862069,10.691967639914864,0,0,2,1
583,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Финансово-экономический факультет Ставропольский филиал БУКЭП,Бакалавриат,"Ставропольский институт кооперации (филиал) Белгородского университета кооперации, экономики и права",Ставрополь,10.0,10.0,131370.0,119.0,,0.0,Очная,Русский,негосударственный,20.0,0.5,11.785780660522578,0,0,0,0
584,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Институт передовых информационных технологий ТГПУ,Бакалавриат,Тульский государственный педагогический университет им. Л.Н. Толстого,Тула,12.0,2.0,166545.0,160.0,120.0,0.0,Очная,Русский,государственный,14.0,0.8571428571428571,12.02302682652165,0,0,0,0
585,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет Калининградского филиала МФЮА,Бакалавриат,Калининградский филиал Московского финансово-юридического университета МФЮА,Калинингра..,,120.0,170000.0,,,0.0,Очная,Русский,негосударственный,,0.0,12.04355959836804,0,0,2,1
586,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет Калининградского филиала МФЮА,Бакалавриат,Калининградский филиал Московского финансово-юридического университета МФЮА,Калинингра..,,45.0,80000.0,,99.0,0.0,Очно-заочная,Русский,негосударственный,,0.0,11.289794413577894,0,0,2,1
587,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет Калининградского филиала МФЮА,Бакалавриат,Калининградский филиал Московского финансово-юридического университета МФЮА,Калинингра..,,70.0,70000.0,,99.0,0.0,Заочная,Русский,негосударственный,,0.0,11.156264806643742,0,0,2,1
588,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет Калининградского филиала МФЮА,Бакалавриат,Калининградский филиал Московского финансово-юридического университета МФЮА,Калинингра..,,60.0,170000.0,,99.0,0.0,Очная,Русский,негосударственный,,0.0,12.04355959836804,0,0,2,1
589,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет Калининградского филиала МФЮА,Бакалавриат,Калининградский филиал Московского финансово-юридического университета МФЮА,Калинингра..,,45.0,80000.0,,99.0,0.0,Очно-заочная,Русский,негосударственный,,0.0,11.289794413577894,0,0,2,1
590,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет Калининградского филиала МФЮА,Бакалавриат,Калининградский филиал Московского финансово-юридического университета МФЮА,Калинингра..,,110.0,70000.0,,99.0,0.0,Заочная,Русский,негосударственный,,0.0,11.156264806643742,0,0,2,1
591,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет Калининградского филиала МФЮА,Бакалавриат,Калининградский филиал Московского финансово-юридического университета МФЮА,Калинингра..,,20.0,170000.0,,99.0,0.0,Очная,Русский,негосударственный,,0.0,12.04355959836804,0,0,2,1
592,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет Калининградского филиала МФЮА,Бакалавриат,Калининградский филиал Московского финансово-юридического университета МФЮА,Калинингра..,,10.0,80000.0,,99.0,0.0,Очно-заочная,Русский,негосударственный,,0.0,11.289794413577894,0,0,2,1
593,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет Калининградского филиала МФЮА,Бакалавриат,Калининградский филиал Московского финансово-юридического университета МФЮА,Калинингра..,,20.0,70000.0,,99.0,0.0,Заочная,Русский,негосударственный,,0.0,11.156264806643742,0,0,2,1
594,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет ИДК,Бакалавриат,Институт деловой карьеры,Москва,,70.0,140000.0,,,0.0,Очная,Русский,негосударственный,,0.0,11.849404844423074,0,0,2,1
595,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет ИДК,Бакалавриат,Институт деловой карьеры,Москва,,450.0,60000.0,,,0.0,Заочная,Русский,негосударственный,,0.0,11.002116507732017,0,0,2,1
596,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет прикладной математики и кибернетики ТвГУ,Бакалавриат,Тверской государственный университет,Тверь,28.0,5.0,158900.0,133.0,119.0,0.0,Очная,Русский,государственный,33.0,0.8484848484848485,11.97603664577121,0,0,0,0
597,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Экономический факультет ПГТУ,Бакалавриат,Поволжский государственный технологический университет,Йошкар-Ола,37.0,2.0,140940.0,127.0,119.0,0.0,Очная,Русский,государственный,39.0,0.9487179487179487,11.856096642073666,0,0,0,0
598,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Институт экономики и управления ТОГУ,Бакалавриат,Тихоокеанский государственный университет,Хабаровск,40.0,60.0,229000.0,140.0,119.0,0.0,Очная,Русский,государственный,100.0,0.4,12.34148164933907,0,0,0,0
599,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Институт экономики и управления ТОГУ,Бакалавриат,Тихоокеанский государственный университет,Хабаровск,25.0,80.0,63500.0,205.0,,0.0,Заочная,Русский,государственный,105.0,0.23809523809523808,11.05881093278828,0,0,2,1
600,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет компьютерных наук и технологий ВСГУТУ,Бакалавриат,Восточно-Сибирский государственный университет технологий и управления,Улан-Удэ,12.0,5.0,179000.0,135.0,119.0,0.0,Очная,Русский,государственный,17.0,0.7058823529411765,12.095146671399466,0,0,0,0
601,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет экономики и управления КЧГУ имени У.Д. Алиева,Бакалавриат,Карачаево-Черкесский государственный университет имени У.Д. Алиева,Карачаевск,,20.0,134000.0,,119.0,0.0,Очная,Русский,государственный,,0.0,11.80560254159177,0,0,2,1
602,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет экономики и управления КЧГУ имени У.Д. Алиева,Бакалавриат,Карачаево-Черкесский государственный университет имени У.Д. Алиева,Карачаевск,,20.0,40700.0,,,0.0,Заочная,Русский,государственный,,0.0,10.614007941153417,0,0,2,1
603,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет экономики и управления КЧГУ имени У.Д. Алиева,Бакалавриат,Карачаево-Черкесский государственный университет имени У.Д. Алиева,Карачаевск,,15.0,103000.0,,119.0,0.0,Очно-заочная,Русский,государственный,,0.0,11.542493975902508,0,0,2,1
604,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет информационных технологий ТвГТУ,Бакалавриат,Тверской государственный технический университет,Тверь,25.0,15.0,151988.0,187.0,,0.0,Очная,Русский,государственный,40.0,0.625,11.93156342878864,0,0,0,0
605,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет информационных технологий ТвГТУ,Бакалавриат,Тверской государственный технический университет,Тверь,22.0,70.0,64130.0,199.0,,0.0,Заочная,Русский,государственный,92.0,0.2391304347826087,11.068683145347391,0,0,2,1
606,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет информационных систем в экономике и юриспруденции МГТУ,Бакалавриат,Майкопский государственный технологический университет,Майкоп,28.0,10.0,145000.0,162.0,119.0,0.0,Очная,Русский,государственный,38.0,0.7368421052631579,11.884495917930655,0,0,0,0
607,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет информационных систем в экономике и юриспруденции МГТУ,Бакалавриат,Майкопский государственный технологический университет,Майкоп,19.0,5.0,60000.0,172.0,119.0,0.0,Заочная,Русский,государственный,24.0,0.7916666666666666,11.002116507732017,0,0,2,1
608,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет информационных систем в экономике и юриспруденции МГТУ,Бакалавриат,Майкопский государственный технологический университет,Майкоп,,20.0,60000.0,,119.0,0.0,Заочная,Русский,государственный,,0.0,11.002116507732017,0,0,2,1
609,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,Факультет информационных систем в экономике и юриспруденции МГТУ,Бакалавриат,Майкопский государственный технологический университет,Майкоп,,5.0,60000.0,,119.0,0.0,Заочная,Русский,государственный,,0.0,11.002116507732017,0,0,2,1
610,09.03.03 | Прикладная информатика,Прикладная информатика в экономике,"Институт информационных технологий, точных и естественных наук ШГПУ",Бакалавриат,Шадринский государственный педагогический университет,Шадринск,10.0,5.0,58150.0,212.0,,0.0,Заочная,Русский,государственный,15.0,0.6666666666666666,10.970798354703502,0,0,2,1
