id,program_code,name,faculty,level,university_name,city,budget_places,paid_places,tuition_cost_rub_year,budget_passing_score,paid_min_score,duration,study_format,language,accreditation
105,38.03.05 | Бизнес-информатика,Бизнес-информатика,"Институт математики, физики и информационных технологий ЧГУ им. А.А. Кадырова",Бакалавриат,Чеченский государственный университет имени Ахмата Абдулхамидовича Кадырова,Грозный,50.0,20.0,113525.0,169.0,,4 года,Очная,Русский,государственный
106,38.03.05 | Бизнес-информатика,Бизнес-информатика,Экономический факультет ГИЭФПТ,Бакалавриат,"Государственный институт экономики, финансов, права и технологий",Гатчина,20.0,10.0,165430.0,181.0,,4 года,Очная,Русский,государственный
107,38.03.05 | Бизнес-информатика,Бизнес-информатика,Экономический факультет ГИЭФПТ,Бакалавриат,"Государственный институт экономики, финансов, права и технологий",Гатчина,10.0,20.0,98600.0,,116.0,4.5 года,Очно-заочная,Русский,государственный
108,38.03.05 | Бизнес-информатика,Бизнес-информатика,Факультет ЮУ (ИУБиП),Бакалавриат,"Южный Университет (Институт Управления, Бизнеса и Права)",Ростов-на-..,,10.0,50000.0,,,4.5 года,Очно-заочная,Русский,негосударственный
109,38.03.05 | Бизнес-информатика,Бизнес-информатика,Экономический факультет МелГУ,Бакалавриат,Мелитопольский государственный университет,Мелитополь,15.0,55.0,107000.0,256.0,,4 года,Очная,Русский,государственный
110,02.03.02 | Фундаментальные информатика и информационные технологии,Информатика и компьютерные науки,Компьютерные науки и прикладная математика МАИ,Бакалавриат,Московский авиационный институт,Москва,125.0,40.0,353740.0,269.0,,4 года,Очная,Русский,государственный
111,02.03.02 | Фундаментальные информатика и информационные технологии,Информатика и компьютерные науки,Факультет компьютерных технологий и информационной безопасности РГЭУ (РИНХ),Бакалавриат,Ростовский государственный экономический университет (РИНХ),Ростов-на-..,7.0,30.0,135000.0,167.0,,4 года,Очная,Русский,государственный
112,02.03.02 | Фундаментальные информатика и информационные технологии,Информатика и компьютерные науки,Факультет компьютерных технологий и информационной безопасности РГЭУ (РИНХ),Бакалавриат,Ростовский государственный экономический университет (РИНХ),Ростов-на-..,,20.0,65000.0,,119.0,5 лет,Очно-заочная,Русский,государственный
113,02.03.02 | Фундаментальные информатика и информационные технологии,Информатика и компьютерные науки,Факультет компьютерных технологий и информационной безопасности РГЭУ (РИНХ),Бакалавриат,Ростовский государственный экономический университет (РИНХ),Ростов-на-..,,30.0,65000.0,,119.0,5 лет,Очно-заочная,Русский,государственный
114,02.03.02 | Фундаментальные информатика и информационные технологии,Информатика и компьютерные науки,Факультет компьютерных технологий и информационной безопасности РГЭУ (РИНХ),Бакалавриат,Ростовский государственный экономический университет (РИНХ),Ростов-на-..,,10.0,65000.0,,119.0,5 лет,Очно-заочная,Русский,государственный
115,02.03.02 | Фундаментальные информатика и информационные технологии,Информатика и компьютерные науки,Факультет компьютерных наук и информационных технологий СГУ им. Чернышевского,Бакалавриат,Саратовский национальный исследовательский государственный университет имени Н.Г. Чернышевского,Саратов,20.0,20.0,119052.0,248.0,,4 года,Очная,Русский,государственный
116,02.03.02 | Фундаментальные информатика и информационные технологии,Информатика и компьютерные науки,Институт цифры КемГУ,Бакалавриат,Кемеровский государственный университет,Кемерово,25.0,5.0,161000.0,187.0,119.0,4 года,Очная,Русский,государственный
117,03.03.01 | Прикладные математика и физика,Математическое моделирование физических процессов,"Институт математики, информационных технологий и физики УдГУ",Бакалавриат,Удмуртский государственный университет,Ижевск,11.0,5.0,159400.0,,119.0,4 года,Очная,Русский,государственный
118,03.03.01 | Прикладные математика и физика,Компьютерное моделирование и управление нелинейными системами,Физико-математический институт ПГНИУ,Бакалавриат,Пермский государственный национальный исследовательский университет,Пермь,20.0,5.0,173000.0,142.0,119.0,4 года,Очная,Русский,государственный
119,01.03.03 | Механика и математическое моделирование,Механика и математическое моделирование,Механико-математический факультет НГУ,Бакалавриат,Новосибирский национальный исследовательский государственный университет,Новосибирс..,10.0,4.0,210000.0,222.0,,4 года,Очная,Русский,государственный
120,01.03.03 | Механика и математическое моделирование,Механика и математическое моделирование,Институт математики и механики им.Н.И.Лобачевского КФУ,Бакалавриат,Казанский (Приволжский) федеральный университет,Казань,50.0,5.0,165000.0,199.0,119.0,4 года,Очная,Русский,государственный
121,01.03.03 | Механика и математическое моделирование,Механика и математическое моделирование,Институт естественных наук и математики,Бакалавриат,Уральский федеральный университет имени первого Президента России Б. Н. Ельцина,Екатеринбург,25.0,2.0,196000.0,205.0,119.0,4 года,Очная,Русский,государственный
122,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети","Факультет Информатика, искусственный интеллект и системы управления (ИУ)",Бакалавриат,Московский государственный технический университет им. Н.Э. Баумана,Москва,28.0,19.0,449000.0,277.0,,4 года,Очная,Русский,государственный
123,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети","Информатика, кибернетика и электроэнергетика МАИ",Бакалавриат,Московский авиационный институт,Москва,25.0,5.0,406210.0,253.0,,4 года,Очная,Русский,государственный
124,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Институт информационных и вычислительных технологий НИУ МЭИ,Бакалавриат,Национальный исследовательский университет «МЭИ»,Москва,47.0,18.0,390000.0,248.0,,4 года,Очная,Русский,государственный
125,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Институт управления и цифровых технологий ИУЦТ МИИТ,Бакалавриат,Российский университет транспорта,Москва,35.0,4.0,350000.0,223.0,,4 года,Очная,Русский,государственный
126,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Физтех-школа радиотехники и компьютерных технологий,Бакалавриат,Московский физико-технический институт (Государственный университет),Москва,16.0,8.0,767000.0,,,4 года,Очная,Русский,государственный
127,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети","Факультет Архитектуры, строительства и дизайна МГТУ-МАСИ",Бакалавриат,Московский гуманитарно-технологический университет – Московский архитектурно-строительный институт,Москва,,35.0,348000.0,,,4 года,Очная,Русский,негосударственный
128,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети","Факультет Архитектуры, строительства и дизайна МГТУ-МАСИ",Бакалавриат,Московский гуманитарно-технологический университет – Московский архитектурно-строительный институт,Москва,,30.0,90000.0,,99.0,4 года 10 месяцев,Заочная,Русский,негосударственный
129,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети","Факультет Архитектуры, строительства и дизайна МГТУ-МАСИ",Бакалавриат,Московский гуманитарно-технологический университет – Московский архитектурно-строительный институт,Москва,,4.0,348000.0,,99.0,4 года,Очная,Русский,негосударственный
130,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети","Факультет Архитектуры, строительства и дизайна МГТУ-МАСИ",Бакалавриат,Московский гуманитарно-технологический университет – Московский архитектурно-строительный институт,Москва,,5.0,90000.0,,99.0,4 года 10 месяцев,Заочная,Русский,негосударственный
131,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети","Факультет Архитектуры, строительства и дизайна МГТУ-МАСИ",Бакалавриат,Московский гуманитарно-технологический университет – Московский архитектурно-строительный институт,Москва,,10.0,348000.0,,99.0,4 года,Очная,Русский,негосударственный
132,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети","Факультет Архитектуры, строительства и дизайна МГТУ-МАСИ",Бакалавриат,Московский гуманитарно-технологический университет – Московский архитектурно-строительный институт,Москва,,15.0,90000.0,,99.0,4 года 10 месяцев,Заочная,Русский,негосударственный
133,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет МФЮА,Бакалавриат,Московский финансово-юридический университет,Москва,,150.0,348000.0,,85.0,4 года,Очная,Русский,негосударственный
134,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет МФЮА,Бакалавриат,Московский финансово-юридический университет,Москва,,50.0,136000.0,,85.0,4 года 10 месяцев,Очно-заочная,Русский,негосударственный
135,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет МФЮА,Бакалавриат,Московский финансово-юридический университет,Москва,,50.0,90000.0,,85.0,4 года 10 месяцев,Заочная,Русский,негосударственный
136,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Институт компьютерных наук и кибербезопасности СПбПУ,Бакалавриат,Санкт-Петербургский политехнический университет Петра Великого,Санкт-Пете..,55.0,60.0,360000.0,261.0,,4 года,Очная,Русский,государственный
137,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Высшая школа электроники и компьютерных наук ЮУрГУ,Бакалавриат,Южно-Уральский государственный университет (национальный исследовательский университет),Челябинск,25.0,10.0,191000.0,203.0,119.0,4 года,Очная,Русский,государственный
138,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Высшая школа электроники и компьютерных наук ЮУрГУ,Бакалавриат,Южно-Уральский государственный университет (национальный исследовательский университет),Челябинск,,35.0,72500.0,,119.0,5 лет,Заочная,Русский,государственный
139,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет информационных технологий и компьютерных систем ОмГТУ,Бакалавриат,Омский государственный технический университет,Омск,26.0,4.0,161400.0,200.0,,4 года,Очная,Русский,государственный
140,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети","Институт математики, информационных технологий и физики УдГУ",Бакалавриат,Удмуртский государственный университет,Ижевск,20.0,15.0,159400.0,110.0,119.0,4 года,Очная,Русский,государственный
141,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет «Информационные технологии» ИжГТУ имени М. Т. Калашникова,Бакалавриат,Ижевский государственный технический университет им. М.Т. Калашникова,Ижевск,51.0,5.0,160500.0,132.0,124.0,4 года,Очная,Русский,государственный
142,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет «Информационные технологии» ИжГТУ имени М. Т. Калашникова,Бакалавриат,Ижевский государственный технический университет им. М.Т. Калашникова,Ижевск,,40.0,52900.0,,,4.5 года,Заочная,Русский,государственный
143,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет информационных технологий и компьютерной безопасности ВГТУ,Бакалавриат,Воронежский государственный технический университет,Воронеж,45.0,25.0,151400.0,181.0,118.0,4 года,Очная,Русский,государственный
144,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет информационных технологий и компьютерной безопасности ВГТУ,Бакалавриат,Воронежский государственный технический университет,Воронеж,26.0,25.0,45400.0,227.0,118.0,4 года 11 месяцев,Заочная,Русский,государственный
145,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет электроники и вычислительной техники ВолгГТУ,Бакалавриат,Волгоградский государственный технический университет,Волгоград,31.0,16.0,149530.0,219.0,,4 года,Очная,Русский,государственный
146,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет электроники и вычислительной техники ВолгГТУ,Бакалавриат,Волгоградский государственный технический университет,Волгоград,10.0,30.0,60000.0,138.0,119.0,4 года 11 месяцев,Очно-заочная,Русский,государственный
147,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет электроники и вычислительной техники ВолгГТУ,Бакалавриат,Волгоградский государственный технический университет,Волгоград,,20.0,58000.0,,,3 года,Заочная,Русский,государственный
148,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет электроники и вычислительной техники ВолгГТУ,Бакалавриат,Волгоградский государственный технический университет,Волгоград,,90.0,58000.0,,,3.5 года,Заочная,Русский,государственный
149,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет компьютерных наук и информационных технологий СГУ им. Чернышевского,Бакалавриат,Саратовский национальный исследовательский государственный университет имени Н.Г. Чернышевского,Саратов,35.0,10.0,135888.0,208.0,,4 года,Очная,Русский,государственный
150,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Институт прикладных информационных технологий и коммуникаций СГТУ,Бакалавриат,Саратовский государственный технический университет им. Гагарина Ю.А.,Саратов,31.0,29.0,137030.0,169.0,,4 года,Очная,Русский,государственный
151,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Институт прикладных информационных технологий и коммуникаций СГТУ,Бакалавриат,Саратовский государственный технический университет им. Гагарина Ю.А.,Саратов,30.0,20.0,58380.0,187.0,,5 лет,Заочная,Русский,государственный
152,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Институт информационных технологий и анализа данных,Бакалавриат,Иркутский национальный исследовательский технический университет,Иркутск,33.0,66.0,215800.0,209.0,,4 года,Очная,Русский,государственный
153,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Институт информационных технологий и анализа данных,Бакалавриат,Иркутский национальный исследовательский технический университет,Иркутск,5.0,45.0,74000.0,243.0,,5 лет,Заочная,Русский,государственный
154,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Институт математики и информационных технологий ОГУ,Бакалавриат,Оренбургский государственный университет,Оренбург,25.0,100.0,175000.0,175.0,119.0,4 года,Очная,Русский,государственный
155,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Политехнический институт ПГУ,Бакалавриат,Пензенский государственный университет,Пенза,22.0,6.0,144645.0,211.0,,4 года,Очная,Русский,государственный
156,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Институт информационных технологий и управляющих систем БГТУ им. В.Г. Шухова,Бакалавриат,Белгородский государственный технологический университет им. В.Г. Шухова,Белгород,20.0,6.0,158800.0,167.0,,4 года,Очная,Русский,государственный
157,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети","Факультет филиала ""Восход"" МАИ в Байконуре",Бакалавриат,Байконурский филиал «Восход» Московского авиационного института (национального исследовательского университета),Астана,15.0,10.0,256570.0,166.0,119.0,4 года,Очная,Русский,государственный
158,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет филиала «Стрела» в Жуковском,Бакалавриат,Жуковский филиал «Стрела» Московского авиационного института (национального исследовательского университета),Москва,6.0,20.0,240110.0,243.0,,4 года,Очная,Русский,государственный
159,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет филиала «Стрела» в Жуковском,Бакалавриат,Жуковский филиал «Стрела» Московского авиационного института (национального исследовательского университета),Москва,,25.0,73000.0,,,5 лет,Очно-заочная,Русский,государственный
160,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети","Школа информатики, физики и технологий НИУ ВШЭ — Санкт-Петербург",Бакалавриат,Национальный исследовательский университет «Высшая школа экономики» — Санкт-Петербург,Санкт-Пете..,13.0,40.0,420000.0,278.0,190.0,4 года,Очная,Русский,государственный
161,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети","Факультет филиала НИУ ""МЭИ"" в Смоленске",Бакалавриат,Смоленский филиал Национального исследовательского университета «МЭИ»,Смоленск,16.0,8.0,150000.0,180.0,,4 года,Очная,Русский,государственный
162,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети","Факультет филиала НИУ ""МЭИ"" в Смоленске",Бакалавриат,Смоленский филиал Национального исследовательского университета «МЭИ»,Смоленск,,37.0,60000.0,,,5 лет,Заочная,Русский,государственный
163,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет филиала СамГТУ в г. Сызрань,Бакалавриат,Сызранский филиал Самарского государственного технического университета,Самара,25.0,50.0,164220.0,165.0,,4 года,Очная,Русский,государственный
164,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет филиала СамГТУ в г. Сызрань,Бакалавриат,Сызранский филиал Самарского государственного технического университета,Самара,,100.0,66990.0,,,4 года 10 месяцев,Заочная,Русский,государственный
165,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Институт компьютерных технологий и защиты информации КНИТУ-КАИ,Бакалавриат,Казанский национальный исследовательский технический университет им. А.Н.Туполева-КАИ,Казань,43.0,10.0,173800.0,239.0,,4 года,Очная,Русский,государственный
166,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет фундаментальной и прикладной информатики ЮЗГУ,Бакалавриат,Юго-Западный государственный университет,Курск,12.0,20.0,150000.0,203.0,,4 года,Очная,Русский,государственный
167,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет информатики и вычислительной техники ПГТУ,Бакалавриат,Поволжский государственный технологический университет,Йошкар-Ола,37.0,2.0,140940.0,193.0,,4 года,Очная,Русский,государственный
168,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет компьютерных наук и технологий ВСГУТУ,Бакалавриат,Восточно-Сибирский государственный университет технологий и управления,Улан-Удэ,29.0,5.0,179000.0,120.0,119.0,4 года,Очная,Русский,государственный
169,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет компьютерных наук и технологий ВСГУТУ,Бакалавриат,Восточно-Сибирский государственный университет технологий и управления,Улан-Удэ,10.0,10.0,56000.0,210.0,,4 года 11 месяцев,Заочная,Русский,государственный
170,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет информатики и вычислительной техники ЧувГУ,Бакалавриат,Чувашский государственный университет имени И.Н. Ульянова,Чебоксары,55.0,6.0,140830.0,188.0,,4 года,Очная,Русский,государственный
171,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет информатики и вычислительной техники ЧувГУ,Бакалавриат,Чувашский государственный университет имени И.Н. Ульянова,Чебоксары,,10.0,43000.0,,119.0,4.5 года,Очно-заочная,Русский,государственный
172,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет информационных технологий ТвГТУ,Бакалавриат,Тверской государственный технический университет,Тверь,50.0,15.0,151988.0,170.0,,4 года,Очная,Русский,государственный
173,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет информационных технологий ТвГТУ,Бакалавриат,Тверской государственный технический университет,Тверь,,25.0,67390.0,,,3 года 11 месяцев,Заочная,Русский,государственный
174,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет компьютерных технологий и энергетики ДГТУ в г. Махачкала,Бакалавриат,Дагестанский государственный технический университет,Махачкала,6.0,1.0,122184.0,183.0,119.0,4 года,Очная,Русский,государственный
175,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Институт интеллектуальных кибернетических систем ИАТЭ НИЯУ МИФИ,Бакалавриат,Обнинский институт атомной энергетики (филиал НИЯУ МИФИ),Обнинск,20.0,5.0,190000.0,190.0,,4 года,Очная,Русский,государственный
176,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет информационных технологий и электроники СарФТИ НИЯУ МИФИ,Бакалавриат,Саровский физико-технический институт (филиал НИЯУ МИФИ),Саров,6.0,5.0,171612.0,219.0,,4 года,Очная,Русский,государственный
177,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет информационных технологий и электроники СарФТИ НИЯУ МИФИ,Бакалавриат,Саровский физико-технический институт (филиал НИЯУ МИФИ),Саров,,4.0,89768.0,,119.0,3.5 года,Очно-заочная,Русский,государственный
178,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет информационных технологий и электроники СарФТИ НИЯУ МИФИ,Бакалавриат,Саровский физико-технический институт (филиал НИЯУ МИФИ),Саров,,4.0,89768.0,,,5 лет,Очно-заочная,Русский,государственный
179,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет информационных технологий и электроники СарФТИ НИЯУ МИФИ,Бакалавриат,Саровский физико-технический институт (филиал НИЯУ МИФИ),Саров,,4.0,89768.0,,,3.5 года,Очно-заочная,Русский,государственный
180,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет высшего образования ЧФ КНИТУ-КАИ,Бакалавриат,Чистопольский филиал «Восток» Казанского национального исследовательского технического университета им. А.Н. Туполева-КАИ,Чистополь,20.0,15.0,173374.0,130.0,119.0,4 года,Очная,Русский,государственный
181,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет высшего образования ЧФ КНИТУ-КАИ,Бакалавриат,Чистопольский филиал «Восток» Казанского национального исследовательского технического университета им. А.Н. Туполева-КАИ,Чистополь,,25.0,59613.0,,119.0,5 лет,Заочная,Русский,государственный
182,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет основных образовательных программ РОСИ,Бакалавриат,Региональный открытый социальный институт,Курск,,10.0,90000.0,,99.0,4 года,Очная,Русский,негосударственный
183,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет основных образовательных программ РОСИ,Бакалавриат,Региональный открытый социальный институт,Курск,,10.0,40000.0,,,4 года 11 месяцев,Заочная,Русский,негосударственный
184,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет АМТИ КубГТУ,Бакалавриат,Армавирский механико-технологический институт (филиал) Кубанского государственного технологического университета,Армавир,,30.0,187038.0,,,4 года,Очная,Русский,государственный
185,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет АМТИ КубГТУ,Бакалавриат,Армавирский механико-технологический институт (филиал) Кубанского государственного технологического университета,Армавир,,40.0,74816.0,,,5 лет,Заочная,Русский,государственный
186,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет СКФ БГТУ им. В.Г. Шухова,Бакалавриат,Северо-Кавказский филиал Белгородского государственного технологического университета им. В.Г. Шухова,Минеральны..,8.0,20.0,139540.0,185.0,,4 года,Очная,Русский,государственный
187,09.03.01 | Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",Факультет СКФ БГТУ им. В.Г. Шухова,Бакалавриат,Северо-Кавказский филиал Белгородского государственного технологического университета им. В.Г. Шухова,Минеральны..,,20.0,46560.0,,,5 лет,Заочная,Русский,государственный
188,09.03.01 | Информатика и вычислительная техника,Автоматизированные системы обработки информации и управления,Факультет автоматики и вычислительной техники,Бакалавриат,Российский государственный университет нефти и газа им. И.М. Губкина,Москва,30.0,8.0,470000.0,254.0,,4 года,Очная,Русский,государственный
189,09.03.01 | Информатика и вычислительная техника,Автоматизированные системы обработки информации и управления,Факультет управления МАДИ,Бакалавриат,Московский автомобильно-дорожный государственный технический университет (МАДИ),Москва,29.0,20.0,381600.0,217.0,,4 года,Очная,Русский,государственный
